"Tipo de producto","Marca","Nombre de Fantasía","Denominación de venta","RNPA"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada, baja en lactosa fortificada en calcio y jugo de naranja, homogeneizado, ultrapasteurizado fortificado con hierro, zinc y vitaminas A, D, B2, B9 y C - Libre de gluten","02-560549"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa fortificada con calcio y dulce de leche, homogeneizada, UAT fortificada, con hierro, zinc, vitaminas A, D, B2, B9 y C - Libre de gluten","02-560560"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada, baja en lactosa fortificada con calcio y jugo de manzana homogeneizada ultrapasteurizada fortificada con hierro, zinc y vitaminas A, D, B2, B9, y C, libre de gluten","02-560561"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada, bajo en lactosa fortificada con calcio y jugo de manzana, homogeneizado, UAT, fortificado con hierro, zinc y vitaminas A, D, B2, B9 y C. - Libre de gluten","02-560577"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio y jugo de manzana, homogeneizado, ultrapasteurizado, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C, reducido en su contenido graso y calórico, libre de gluten","02-562732"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada, reducida en lactosa fortificada con calcio y dulce de leche, homogeneizado, ultrapasteurizado, fortificado con hierro, zinc y vitaminas A, D, B2, B9 y C - Libre de gluten","02-564290"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa fortificada con calcio y dulce de leche homogeneizado, UAT fortificado con hierro, zinc, vitaminas A, D, B2, B9 y B - Libre de gluten","02-566198"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada, baja en lactosa fortificado con calcio, dulce de leche, homogeneizado, ultrapasteurizado, fortificado con hierro, zinc, vitaminas A, D, B2 y C - Libre de gluten","02-566199"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa fortificada con calcio homogeneizado, ultrapasteurizado, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C sabor chocolate blanco - Libre de gluten","02-566229"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento dietético a base de leche descremada baja en lactosa fortificado con calcio y jugo de frutas (uva-ananá) homogeneizado, UAT, fortificado con hierro, zinc, vitaminas A, D, B2,B9 y C reducido en contenido graso y calórico sabor uva, ananá, libre de gluten","02-566527"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche descremada baja en lactosa fortificado con calcio y jugo de frutas (uva y ananá) homogeneizado, UAT, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C reducido en su contenido graso y calórico. Sabor uva-ananá. Libre de gluten","02-566528"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio y jugo de frutilla, homogeneizado, UAT, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C reducido en su contenido graso y calórico. Sabor frutimix (sandia - melón - frutilla) libre de gluten - Sin TACC","02-570398"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio y jugo de frutilla, homogeneizado, ultrapasteurizado fortificado con hierro, zinc y vitaminas A, D, B2, B9 y B reducido en su contenido graso y calórico. Sabor frutimix (sandia - melón - frutilla) libre de gluten - Sin TACC","02-570402"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada, reducida en lactosa fortificada con calcio, y dulce de leche, homogeneizado, U.A.T., fortificado con hierro, zinc y vitaminas A, B, B2, B9 y C. Libre de gluten","02-585047"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Bebida a base de leche con puré de banana fortificada con calcio ,hierro y vitaminas A, B2, B9, C y D libre de gluten -UAT","02-534034"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Bebida a base de leche parcialmente descremada y dulce de leche, fortificada con calcio, hierro y vitaminas A, D, B2, C y B9 - Libre de gluten","02-554625"
"Bebidas a base de leche","La Serenísima - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa fortificada con calcio, homogeneizada, UAT, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C sabor chocolate blanco, libre de gluten","02-566245"
"Bebidas a base de leche","La Serenísima - Más","No registra","Alimento a base de leche entera reducida en lactosa con puré de banana, homogeneizado, ultrapasteurizado, con hierro, fortificado con calcio, zinc, vitaminas A, D y C - Libre de gluten - Sin TACC","02-570394"
"Bebidas a base de leche","La Serenísima - Más","No registra","Alimento a base de leche entra reducida en lactosa y jugo de frutilla, homogeneizado, ultrapasteurizado, con hierro, fortificado con calcio, zinc, vitaminas A, D y C. Libre de gluten sin TACC","02-569685"
"Bebidas a base de leche","La Serenísima - Más","No registra","Alimento dietético a base de leche descremada baja en lactosa fortificada con calcio y jugo de frutas (naranja, manzana, durazno y preparado de banana) homogeneizado, ultrapasteurizado fortificado con vitaminas A, D y C, sabor multifruta - Libre de gluten - Sin TACC","02-571414"
"Bebidas a base de leche","La Serenísima - Serecol","No registra","Alimento a base de leche parcialmente descremada y café, homogeneizado, ultrapasteurizado, fortificado con calcio, vitaminas A, D, y E, con fitoesteroles y ácidos grasos omega 3. Libre de gluten - Sin TACC","02-569606"
"Bebidas a base de leche","La Serenísima - Serecol","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio, y jugo de pera, homogeneizado, ultrapasteurizado, fortificado con vitaminas A, C, D, y E, con fitoesteroles y ácidos grasos omega 3. Reducido en su contenido de azúcares, reducido","02-576598"
"Bebidas a base de leche","La Serenísima - Serecol","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio y jugo de manzana, homogeneizado, ultrapasteurizado con fitoesteroles y ácidos grasos omega 3, fortificado con vitaminas A, C, D y E. Reducido en su contenido de azúcares. Reducido en su contenido calórico. Libre de gluten","02-512425"
"Bebidas a base de leche","La Serenísima Más","No registra","Alimento a base de leche entera reducida en lactosa y jugo de frutilla, homogeneizado, ultrapasteurizado, con hierro, fortificado con calcio, zinc, vitaminas A, D y C. Libre de gluten","02-572041"
"Bebidas a base de leche","La Serenísima Más","No registra","Alimento a base de leche entera, homogeneizado, ultrapasteurizado, con hierro, fortificado con calcio, zinc, vitaminas a, d y c. Sabor vainilla. Libre de gluten","02-572160"
"Bebidas a base de leche","La Suipachense","No registra","Bebida a base de sólidos lácteos, leche descremada y azúcar sabor a cacao fortificada con vitaminas A, E y B2. Libre de gluten ultrapasteurizada","02-564828"
"Bebidas a base de leche","Mastellone","No registra","Alimento a base de leche parcialmente descremada, azúcar, café y cacao homogeneizado, UAT - Libre de gluten","02-568232"
"Bebidas a base de leche","Mastellone - Junior","No registra","Alimento a base de leche descremada baja en lactosa, fortificada con calcio y jugo de manzana homogeneizado, UAT, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C, reducido en su contenido graso y calórico, libre de gluten","02-567901"
"Bebidas a base de leche","Mastellone - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa fortificada con calcio, homogeneizado, UAT, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C. Sabor chocolate blanco con cereales. Libre de gluten","02-568283"
"Bebidas a base de leche","Mastellone - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa fortificada con calcio, homogeneizado, ultrapasteurizado, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y B. Sabor chocolate blanco con cereales. Libre de gluten","02-568416"
"Bebidas a base de leche","Mastellone - Junior","No registra","Alimento a base de leche parcialmente descremada baja en lactosa, fortificada con calcio y dulce de leche, homogeneizado, ultrapasteurizado, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y B - Libre de gluten","02-568942"
"Bebidas a base de leche","Mastellone - Junior","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio y jugo de frutilla, homogeneizado, UAT, fortificado con hierro, zinc, vitaminas A, D, B2, B9 y C, reducido en su contenido calórico, libre de gluten","02-568937"
"Bebidas a base de leche","Sancor Mujer","No registra","Bebida dietética a base de leche descremada y jugo de manzana, fortificada con calcio, zinc y vitaminas A, C, D y E, sabor manzana - Libre de gluten","21-090473"
"Bebidas a base de leche","Sancor Mujer","No registra","Bebida dietética a base de leche descremada y jugo de manzana, fortificada con calcio, zinc y vitaminas A, C, D, y E sabor a lima limón y aloe - Libre de gluten","21-090475"
"Bebidas a base de leche","Serecol - La Serenísima","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio, y jugo de naranja y durazno, homogeneizado, ultrapasteurizado, con fitoesteroles y ácidos grasos omega 3,fortificado con vitaminas A, C, D y E. Reducido en su contenido de azúcares, reducido en su contenido calórico, libre de gluten","02-579637"
"Bebidas a base de leche","Serecol - La Serenísima","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio, y jugo de naranja y durazno, homogeneizado, UAT, con fitoesteroles y ácidos grasos omega 3, fortificado con vitaminas A, C, D y E. Reducido en su contenido de azúcares, reducido en su contenido calórico, libre de gluten","02-579693"
"Bebidas a base de leche","Seremix","No registra","Alimento a base de leche parcialmente descremada reducida en lactosa, homogeneizado, ultrapasteurizado, fortificado con calcio, vitaminas A, D y C. Con dulce de leche y cacao, sabor dulce de leche bombón. Libre de gluten","02-590055"
"Bebidas alcohólicas","Antigua Golden Ale","No registra","Bebida alcohólica fermentada de sorgo malteado. Libre de gluten","02-595860"
"Bebidas alcohólicas","Mamuschka","Puro sin azúcar","Licor de cacao de bajo valor glucídico libre de gluten","16009658"
"Bebidas alcohólicas","No registra","HD Happy Drink - Ice Vodka Maracuyá","Cóctel gasificado a base de vodka sabor a maracuyá - Libre de gluten","01-046363"
"Bebidas alcohólicas","No registra","Russky XXX","Cóctel a base de vodka sabor a limón gasificado libre de gluten","1045695"
"Bebidas alcohólicas","San Lorenzo","Cerveza tipo mild ale","Cerveza de maíz libre de gluten","21-098803"
"Bebidas alcohólicas","Señorío de Ondas","Cool","Bebida alcohólica fermentada y gasificada, a base de jugo de uva, saborizada y coloreada artificialmente - Libre de gluten","13044107"
"Bebidas alcohólicas","Straus","Bebida Roja","Bebida alcohólica fermentada de sorgo malteado y tostado libre de gluten","21-108807"
"Bebidas alcohólicas","Straus","No registra","Bebida alcohólica fermentada de sorgo malteado. Libre de gluten","21-102721"
"Bebidas sin alcohol y productos para prepararlas","Ades","No registra","Alimento de soja líquido con jugo de ananá, fortificado con vitaminas C, B1, B2, B3, B6, B9 y B12, libre de gluten","02-511311"
"Bebidas sin alcohol y productos para prepararlas","Ades","No registra","Alimento de soja líquido dietético con jugo de naranja, fortificado con vitaminas C, E, B1, B2, B3, B6, B9, B12 y zinc - Libre de gluten","02-513723"
"Bebidas sin alcohol y productos para prepararlas","Ades","No registra","Alimento de soja líquido sabor licuado de banana, fortificado con vitaminas A, C, D, E, B2, B6, B12, ácido fólico y calcio - Libre de gluten sin TACC","02-521066"
"Bebidas sin alcohol y productos para prepararlas","Ades","No registra","Alimento de soja líquido sabor licuado de frutilla, fortificado con vitaminas A, C, D, E, B2, B6, B2, ácido fólico y calcio - Libre de gluten","02-521293"
"Bebidas sin alcohol y productos para prepararlas","Ades","No registra","Alimento de soja líquido fortificado con vitaminas A, C, D, E, B2, B6, B12, ácido fólico y calcio - Libre de gluten","02-533957"
